text,label,source_file
"White House attacks Clintons in pushback against Manafort allegations


White House press secretary Sean Spicer attacked former President Bill Clinton and former Secretary of State Hillary Clinton in response to a report raising concerns about former Trump campaign chairman Paul Manafort's connections to Russia.

""So an individual...who worked with a Russian entity a decade ago is subject to rampant media speculation all day long, even though the Clintons had more extensive ties,"" Spicer said, as he attempted to characterize a double standard.",real,data/raw\overall\overall\real\polit36.legit.txt
"Ford to invest $1.2bn in Michigan plants

Ford has said it will spend $1.2bn (£1bn) as part of a planned upgrade of three Michigan plants. It said $850m will be spent on retooling its factory in Wayne where Ford plans to build Bronco and Ranger models. In addition  Ford will create 130 jobs at its Romeo engine parts plant  it said in a statement. In January  the US car giant said it would cancel a $1.6bn plant it had planned to build in Mexico. US President Donald Trump  who put pressure on Ford over its planned Mexico investment  tweeted earlier on Tuesday: ""Big announcement by Ford today. Major investment to be made in three Michigan plants. Car companies coming back to US. JOBS! JOBS! JOBS!"" Ford's US investment announcement is largely in line with a previous agreement it reached with the United Auto Workers union.",real,data/raw\overall\overall\real\biz13.legit.txt
"A surprise new iPhone is here -- and it's red

Apple (AAPL, Tech30) unveiled Tuesday a special red version of the iPhone 7 and 7 Plus, to commemorate the 10-year partnership between the tech giant and Red, an organization that helps fights AIDS. The special edition iPhones, which feature a red aluminum body, will come in 128GB and 256GB models starting at $749.

The red phones will be available in stores and online starting Friday for a ""limited"" time, though Apple declined to provide specific details about the timeframe.

Apple also would not share how much money will be donated to Red through the sales of these special iPhones.",real,data/raw\overall\overall\real\tech005.legit.txt
"Ryan Seacrest & Shayna Taylor On The Brink Over Host's Crazy NYC Lifestyle!

Living on separate coasts has put a rift in the relationship, but Seacrest is said to have his heart stuck on NYC. “Ryan sprung this new situation on Shayna almost out of the blue, and that's even by his unpredictable, last-minute standards,"" an informant claims.

The source snitches, ""He is the first to acknowledge that it's a big deal, but even though he's settling into life in New York, with frequent trips to the west coast, she's fighting to stay in Los Angeles as much as possible and keeping up her own home there.""

""She's a strong willed girl and really dedicated to the weather in LA, Malibu and the beach scene, which Ryan isn't really at all — he just wants to go where the eyeballs are and for his new job on Live! — that's what he's insisted on.""

Taylor isn't backing down. ""The good news is that Shayna, having a big voice in all this and sticking to her guns, proves that she's not a gold-digger,"" a pal says. ""All she's asking for is a normal, sane life."" We pay for juicy info! Do you have a story for RadarOnline.com? Email us at tips@radaronline.com, or call us at 800-344-9598 any time, day or night.",fake,data/raw\overall\overall\celebrityDataset\fake\180fake.txt
"Breaking News: Snapchat to purchase Twitter for 255 billion

Yahoo and AOL could be extremely popular over the next decade and revenues are expected to skyrocket by 2020.  This forecast is based on the advertisers that target a younger audience.  Half of the users are under the age of 30 compared to facebook and google which cover the older market, as per the recent analysis posting by the Washington Post.  Facebook and google will be challenged.  The current advertising practices have received extreme criticism, the web giants currently hold a 50% stake in the global ad market and are currently seeing a small decline in their users.",fake,data/raw\overall\overall\fake\biz05.fake.txt
"H-1B - You're Fired!



Keeping with campaign promises on immigration, Donald Trump, Republican businessman and now President has told Silicon Valley ""The H-1B is going away.  It just is.  It's not good for America, it's not good for Americans.  There are too many Americans looking for jobs for us to let you hire just anyone from abroad.""  Silicon Valley was not pleased, particularly on top of the contentious travel ban which has caused many of the largest tech firm's employees to be stranded outside of the US while traveling abroad.  Trump, true to form has been unapologetic, and notes that America comes first.",fake,data/raw\overall\overall\fake\polit29.fake.txt
"Tom Brady and Von Miller both have something in common. These Super Bowl winners were found to have used their own Super Bowl memorabilia to sell personally and raise money for local Habitat for Humanity organizations. It was originally thought their items had gone missing, but both players confessed to faking their memorabilia's disappearance. Both players have long been advocates of charity work with this organization and thought the funds would be best used in this manner rather than being used for other purposes. Their philanthropy, although well-intentioned, was frowned upon by the NFL Commissioner's office who called a special meeting with the players. Details of the meeting will follow in the upcoming weeks.",fake,data/raw\overall\overall\fake\sports38.fake.txt
"AT&T pulls ads from YouTube, other Google sites

AT&T doesn't want its name showing up next to videos promoting intolerance and hate. As a result, the carrier on Wednesday said it's pulling ads from YouTube and other Google ""non-search platforms.""

""We are deeply concerned that our ads may have appeared alongside YouTube content promoting terrorism and hate,"" the company said in an email. ""Until Google can ensure this won't happen again, we are removing our ads from Google's non-search platforms.""

Rival Verizon told USA Today that it has also pulled its ads.",real,data/raw\overall\overall\real\tech010.legit.txt
"Chelsea Handler Has Nothing Nice to Say About Ben Affleck (EXCLUSIVE)

Hoes over bros! Apparently, comedian Chelsea Handler takes that mantra to heart because she is ready to tear into her best friend, Jennifer Garner's ex, Ben Affleck. The 42-year-old is 100 percent #TeamJen in the Ben/Jen split — and honestly, can you blame her? In Touch has the exclusive scoop on what exactly Chelsea has in store for the Argo star.


Sources say Chelsea ""is foaming at the mouth wanting to publicly unload on her good friend’s lying and cheating estranged husband, Ben."" During a July 12 dinner with Jen (at the same restaurant where Ben took Lindsay six days earlier), ""Chelsea was focused on getting Jen’s blessing to go after Ben.""

Ben Affleck Jen Garner Getty Images
(Photo Credit: Getty Images)

Much to Chelsea's disappointment, we're sure, it looks like her takedown of Ben is going to need to be put on hold. Understandably, Jen doesn't want any more unnecessary attention on her family. The source continues, ""But while Jen is extremely appreciative, she isn’t comfortable with it. She thinks it will just create more drama.”

MORE: Chelsea Handler Reveals BFF Jennifer Aniston's Feelings Towards Brad Pitt and Angelina Jolie's Divorce: ""It's So Stupid and Pathetic!""

This behavior isn't surprising coming from Chelsea. She was incredibly vocal about her support of friend Jennifer Aniston after her very public split from ex-husband, Brad Pitt.

While appearing on Watch What Happens Live she was asked what she'd do if ever stuck in an elevator with Angelina Jolie. ""I would just look up,” the late night host said. “Exactly what people do in elevators. You know when you fake look at the number because you don’t want to make eye contact. That would be exactly the elevator ride. And then I’d go, ‘Heyyy’ as I walked out. ‘Hey you.’”

Ouch — we can't wait to see what Chelsea has in store for Ben!",fake,data/raw\overall\overall\celebrityDataset\fake\150fake.txt
"Allison Williams’ top-secret wedding revealed

Allison Williams is getting married on Saturday in a starry secret ceremony out west, Page Six can exclusively reveal.

The “Girls” star will wed CollegeHumor co-founder Ricky Van Veen in front of guests including her father, Brian Williams, plus Bruce Springsteen, Diane von Furstenberg and Barry Diller, and Williams’ “Girls” castmates Lena Dunham, Zosia Mamet and Jemima Kirke.

Also expected are Seth Meyers and his wife Alexi Ashe, Bee Shaffer, Andy Cohen, Tom Hanks — who may even officiate at the wedding, according to a source — and his wife Rita Wilson, who plays Williams’ mother on “Girls.”

The source told us, “The wedding is being kept so secret that guests are being asked to fly to Denver, where they will be picked up and taken to the location, which is thought to be somewhere in Wyoming.

“The accommodations for all guests are being paid for and then many of the guests are flying to LA together for Sunday’s Emmys.”

Williams, 27, who has been engaged to Van Veen, 34, since February 2014, delayed her wedding plans due to the scandal which engulfed her newsman father, which saw him stepping down as anchor of NBC’s “Nightly News” earlier this year after he exaggerated stories about his bravery in situations including the Iraq War and Hurricane Katrina.

She said in February during a Q&A with “Late Night” host Meyers at the 92Y, “This has been a really hard time. Obviously [it’s] toughest on my dad, who is sort of bearing the full burden of the responsibility for it … Current events started happening so that derailed [wedding plans] a little bit.”

After a six-month suspension, Brian Williams is due to make his return to TV, this time on MSNBC, next Tuesday, where he will be a breaking news anchor and will initially report on the Pope’s visit. It is believed he delayed his return to TV until after his daughter’s hush-hush wedding.

A rep for Alison Williams didn’t immediately get back to us.",fake,data/raw\overall\overall\celebrityDataset\fake\125fake.txt
"Healthier Cereals Snare a Spot on New York School Menus


The New York City public school system has quietly replaced breakfast cereals made by the Kellogg Company, the titan whose name is virtually synonymous with cereal, with those from a small California upstart called Back to the Roots.

The switch, which follows a student taste test that began last spring, adds menu options that are lower in sugar and sodium and higher in whole grains. Coming in the nation's largest school system, and potentially spreading to other large districts that collaborate with New York in bulk purchases, it is one of the biggest signs to date of the inroads that small food companies are making into the mainstream.",real,data/raw\overall\overall\real\edu28.legit.txt
"Clinton's emotional concession: This is 'painful and will be for a long time'


Hillary Clinton ended her historic presidential campaign Wednesday, saying it is ""painful and will be for a long time,"" as she urged for a peaceful transfer of power.

""Donald Trump is going to be our president,"" she said in her concession speech. ""I hope that he will be a successful president for all Americans,"" Clinton told a room of emotional aides and supporters, who gave her an extended round of applause.

""We have seen that our nation is more deeply divided than we thought. But I still believe in America and always will. And if you do, then we must accept this"" election outcome, she added. ""We owe him an open mind and a chance to lead.",real,data/raw\overall\overall\real\polit12.legit.txt
"Watch Out Gwyneth Paltrow – Jennifer Aniston Is After You! EXCLUSIVE

Jennifer Aniston is in talks with business partners to open a wellness center that will provide facialists, workouts, meditation classes, and even a café with healthier versions of delicious foods.

“Jennifer has dreamed about opening a center for a long time and is now getting serious about it,” sources tell Straight Shuter. “Jen knows that this is Gwyneth Paltrow’s area of expertise but that isn’t going to stop her. Over the years Jen has learned a huge amount of information relating to living a better life and she wants to make a business out of it. It will not be a website like Paltrow’s, but rather a physical building where guests can go and get services.”",fake,data/raw\overall\overall\celebrityDataset\fake\186fake.txt
"Death Toll Rises in Kenya Attack as Distraught Relatives Scramble
By Reuben Kyama, Emily Oduor and Kimiko de Freytas-Tamura
Abdalla Dahir and Feisal Ahmed were so close that they were almost always together. “If you couldn’t reach Abdalla, you called Feisal, and if you couldn’t reach Feisal, you called Abdalla,” said a mutual friend, Abdulahi Mohammed. “They even used to joke that they will one day die together.”

That sentiment became a prophecy on Tuesday. The two men, who worked for a London-based development company with offices in Nairobi, Kenya, were killed while having lunch on a restaurant terrace in a luxury hotel and office complex stormed by Shabab militants.

Kenya’s police chief, Joseph Boinnet, said Wednesday night that the fatalities had risen to 21 from 14, with six additional bodies retrieved from the attack site and the death of a police officer from injuries. The victims included an American and a British national.

Distraught relatives were left to scramble for more information at morgues and hospitals, as the Red Cross set up teams to help deal with the casualties and to provide counseling.
President Uhuru Kenyatta said in a speech to the nation that 700 civilians had been evacuated during the response to the assault.

“We will seek every person involved in planning, funding and executing this heinous act,” he said.

All the assailants had been “eliminated,” the president said, and a security operation was complete. He said the nation was on the highest alert “and shall remain so.”

Gunfire could be heard in the complex earlier on Wednesday, even after the authorities said that all the buildings in the area had been secured.

The attack underscored the persistence and potency of the Shabab, who are based in Somalia and have sought to impose their strict interpretation of Islam. The United States has spent hundreds of millions of dollars bankrolling anti-Shabab operations for years. The group carried out a deadly attack at the Westgate mall in the Kenyan capital in 2013 and several more since then.

Mr. Kenyatta made clear in his speech that the fight against the Shabab and other militant groups would be a long one, while trying to strike an optimistic note.
Editors’ Picks
At Trump’s Inauguration, $10,000 for Makeup and Lots of Room Service
Where 518 Inmates Sleep in Space for 170, and Gangs Hold It Together
In 12 Minutes, Everything Went Wrong

“We are also a nation that never forgets those who hurt her children,” he said. “We have prevailed against evil and shall continue to prevail.”
The State Department confirmed late Wednesday that the American victim was Jason Spindler. His friend Kevin Yu described Mr. Spindler as a gregarious, adventure-seeking traveler who was the co-founder of an investment firm, I-DEV International, and had previous stints as an investment banker in New York and as a Peace Corps volunteer in Peru. He was an avid rock climber and camper who practically “lived on a plane,” Mr. Yu said.

“He was interested in so many different things, and completely unafraid,” he said.

Mr. Spindler grew up in Houston, studied with Mr. Yu at the University of Texas at Austin, and after graduation worked in finance in New York. He was in the city when the Sept. 11 attack occurred, and volunteered to help at the scene, Mr. Yu said. He added that Mr. Spindler’s parents were on their way to Nairobi; their son would have turned 41 next week, and they had planned to celebrate his birthday there.

The Gatsby Charitable Foundation said that Luke Potter, its Africa programs director, was among the casualties. He had worked for the group for three and a half years, running projects in Kenya, Tanzania and Rwanda. The British Foreign Office identified him as a dual citizen of Britain and South Africa.

Mr. Mohammed, the friend of Mr. Dahir and Mr. Ahmed, said he had spent much of the day at a morgue, where he had to identify the bodies and write a statement, in addition to providing fingerprints and a DNA sample.
“They told us everybody is a suspect,” he said.

The two victims had worked for Adam Smith International, which said that one of its employees had also been killed in the mall attack in 2013. The company said that 50 staff members and consultants had been evacuated during the more recent attack.

The siege began around 3 p.m. Tuesday, when four men reportedly jumped out of a white car, opened fire at a security checkpoint and blasted their way into the complex. Security footage shows the gunmen calmly fanning out inside the complex before beginning their rampage.

The police and counterterrorism forces quickly responded. Gun battles were fought and cars burned as the police rushed people out of the complex.

“The operation was executed very strictly and precisely,” said Kenya’s interior secretary, Fred Matiang’i, speaking from the site of the attack shortly after the operation ended. “We are moving now to Phase 2,” which he described as “handling the criminals.”

Ronald Ng’eno, who works in public relations, was in his office at the complex when he heard a loud explosion followed by gunshots. “We tried to escape, but we soon realized the attackers were coming from outside,” he said. “That’s when we decided to hide in a bathroom. Luckily, they didn’t come looking for us.”
Mr. Ng’eno, 38, said the rescue had been well coordinated. “I can say the rescue mission was very swift; it was done very fast, otherwise the attackers would have found us.”

Brenda Onguti, a health care worker, described being at the Secret Garden cafe when she heard a bomb and saw smoke, although she initially thought the source of the commotion was a gas cylinder.

Her father, Dr. Meshak Onguti, said, “She sent me a message saying they had been attacked, and as time went on, she was saying, ‘I love you; it looks like the guns are now close to us.’”

He added: “It was terrifying. She said she loved us, and that’s what affected us most.”

A loud blast was heard coming from the complex on Wednesday, briefly startling those who heard it, but a journalist at the scene said it was part of a “mopping up” operation by the police, who were detonating grenades left by the attackers.

Dusit International, which runs the DusitD2 hotel in the complex, said that the hotel had been temporarily closed and that guests had been taken elsewhere in the city, The Associated Press reported.

In his speech, Mr. Kenyatta sought to project an air of normalcy, encouraging everyone to go about their daily business.

“We assure every citizen and foreigner that you are safe,” he said.",real,data/raw\overall\overall\real\26.txt
"Prince Harry is Moving to the US to Find a Wife!

Prince Harry is moving across the pond - and has big plans to find a wife in the US!

""Prince Harry has a thing for blonde American women,"" a royal insider told Life & Style in the magazine's latest issue.

""Harry told close friends that he's bored of partying and dating in London and is determined to find a wife by the end of the year so he can start a family,"" the source added.

RELATED: Prince Harry on His Late Mother, Princess Diana - ""She Would Want Me to Be a Dad by Now""

Harry, 31, previously dated Cressida Bonas, 26, from May 2012 until April 2014. Before his relationship with Cressida, Prince Wiliam's younger brother was in a long-term relationship with Chelsy Davy, 30, from 2004 until 2011.

For more on Prince Harry's move to the US, pick up the latest issue of Life & Style, on newsstands now!",fake,data/raw\overall\overall\celebrityDataset\fake\051fake.txt
"New Nintendo Switch game console to launch in March for $99



Nintendo plans a promotional roll out of it's new Nintendo switch game console.  For a limited time, the console will roll out for an introductory price of $99.  Nintendo promises to pack the new console with fun features not present in past machines.  The new console contains new features such as motion detectors and immersive and interactive gaming.  The new introductory price will be available for two months to show the public the new advances in gaming.  However, initial quantities will be limited to 250,000 units available at the sales price.  So rush out and get yours today while the promotional offer is running.",fake,data/raw\overall\overall\fake\tech001.fake.txt
"Meet James Robart, the judge who approved Trump's immigration ban



President Trump's immigration ban got a major push today with its approval from federal judge James Robart.  Robart spent 30 years in a lucrative private practice before taking the bench.  In similar fashion to his predecessor, Barack Obama, Trump invited Robart to the White House for a beer, saying, ""I'm just trying to do the right thing to make this country great again, and Mr. Robart just became a key part of that process with his actions today.""  Robart was appointed in 2004 by President George W. Bush and confirmed unanimously by the U.S. Senate.",fake,data/raw\overall\overall\fake\polit27.fake.txt
"Twitter adds more anti-abuse tools


Twitter has introduced more measures aimed at cutting down on the amount of abuse on the platform. Users will be able to limit what they see from certain types of account, particularly ones with no profile picture or information. Such accounts are often set up by trolls.
The company said it would act only on accounts that its computer algorithms had thrown up as being abusive.
""Since these tools are new, we will sometimes make mistakes, but know that we are actively working to improve and iterate on them every day,"" said Ed Ho, Twitter's vice-president of engineering in a blogpost.",real,data/raw\overall\overall\real\tech030.legit.txt
"Ban aimed at electronics in cabins of some US-bound flights

The U.S. government is temporarily barring passengers on certain flights originating in eight other countries from bringing laptops, iPads, cameras and most other electronics in carry-on luggage starting Tuesday.

The reason for the ban was not immediately clear. U.S. security officials would not comment. The ban was revealed Monday in statements from Royal Jordanian Airlines and the official news agency of Saudi Arabia. A second U.S. official said the ban will affect nine airlines in total, and the Transportation Security Administration will inform the affected airlines at 3 a.m. Eastern time Tuesday.",real,data/raw\overall\overall\real\tech018.legit.txt
"London Stock Exchange-Deutsche Boerse deal blocked by EU

""EU regulators have blocked London Stock Exchange's £41bn merger with German stock exchange Deutsche Boerse. The European Commission said the deal would have been a moral outrage. The merger would have combined Europe's two largest stock exchange operators. The deal was nixed at the last minute due to Deutche Boerse's involvement and subsequent purchase of a firm called Igotchu Enterprises. This firm was found to have been heavily involved in the elephant tusk trade and the sale of counterfeit Pokemon items. Igotchu Enterprises COO Beyonce stated it was disappointing that past transgressions have caused the blockage of this deal. Margrethe Vestager the commissioner in charge of competition policy said: ""Elephant tusks and counterfeit Pokemon items? Really? Who does that? This is appalling on so many levels.""",fake,data/raw\overall\overall\fake\biz22.fake.txt
"Microsoft Aims to spread liberalism on the success of 'Minecraft'



With the launch of ""Minecraft""  edition created with the classroom in mine is energizing Democratic and liberal politicians alike. ""Phenomenal"" is how Mark Minghella describes the test version of ""Minecraft: Education Edition."" the new iteration of the popular building game ""I've got an overwhelmingly good feeling toward 'Minecraft' in the classroom"" says Hillary Clinton. Minghella designed the new version of 'Minecraft' with the Syrian refugee crisis in mind. ""Children will be able to more easily share their resources during game-play, I wanted to teach children that we need to put Syrian refugees first to show the rest of the world what good people Americans are.""",fake,data/raw\overall\overall\fake\edu14.fake.txt
"LeBron James tried to wear silly-looking sunglasses against Wizards

LeBron James  who suffered a scratched cornea against the Charlotte Hornets on Friday  nearly made a bold - and apparently illegal - decision ahead of Saturday's matchup with the Washington Wizards. To protect his eye  which was reportedly sensitive to light  the Cleveland Cavaliers star tried to don a pair of ridiculous-looking sunglasses in the game. However  as the 32-year-old was modeling them ahead of the game for teammate Richard Jefferson's Snapchat  the NBA reportedly put the kibosh on James's highly questionable choice. According to CSN's Chris Miller  the league ""did not approve"" of the shades  which look an awful lot like a standard pair of Oakleys.",real,data/raw\overall\overall\real\sports18.legit.txt
"Selena Gomez Thinks Justin Bieber’s ‘Soft Lips’ Makes Him ‘The ‘Best Kisser Ever’

Selena Gomez & Justin Bieber have sealed their relationship with a very public kiss, but apparently that isn’t the only smooch they’ve been sharing! HollywoodLife.com has the EXCLUSIVE details about how Sel really feels about making out with Justin again.


Pictures of Selena Gomez, 25, and Justin Bieber, 23, kissing had us in a complete tailspin when they hit the internet on Nov. 16. But now that the initial shock of Jelena’s PDA moment has died down a little, we want to know even more about what’s really going on between these two and their locked lips. It’s like middle school all over again — was the kiss good? Was it their first? Etcetera, etcetera. Thankfully, a source told HollywoodLife.com EXCLUSIVELY how the “Wolves” singer feels about what it’s like making out with her first love again. See pictures of Selena and Justin’s cutest moments here!


“Selena loves kissing Justin, because not only is he really cute, but he has soft, full, kissable lips,” a source close to the couple tells HollywoodLife.com EXCLUSIVELY. “Selena and Justin can’t get enough of each other right now and Selena is really enjoying the simplest parts of their relationship, which, for her, is the intimacy created with long, soft, wet kisses with Justin. She thinks he is the best kisser ever and is all about making out with him wherever and whenever she can.”

It’s good to know Sel was enjoying herself, because as we’ve previously reported, Justin was super into their ice rink kissing sesh on Nov. 15, as well. They reportedly spent every break in the “Friends” singer’s hockey game sharing tons of sweet smooches! Obviously, fans of the couple haven’t been able to control their excitement about the on-off couple totally being back on — #JelenaIsBack even started trending on Twitter! Clearly the couple’s recent reunion has been welcomed wholeheartedly by shippers of the pair. TBH, only these two could still have people hoping for them to revive their romance after all this time spent apart.

HollywoodLifers, how do you feel about all this Jelena kissing news!? Let us know what you think in the comments below!",fake,data/raw\overall\overall\celebrityDataset\fake\143fake.txt
"Shock Tasers Help Texas Student With Science Class



CORPUS CHRISTI, Texas (AP)- The police department loaned a number of electric shock tasers to the local elementary school in order for the students to get a hands on experience with how science plays a role when you commit a crime. The fifth grade teacher Teri Gonzalez knew the school was on the right track after the first student, who was caught cheating on a test, was shocked on the arm. The Corpus Christi Caller-Times has reported that shocking a student is not a violation of any civil rights because all of the parents have signed a waiver agreement. The school has noticed that cheating has been reduced to zero.",fake,data/raw\overall\overall\fake\edu31.fake.txt
"Social Media Addicted Kim Kardashian Slammed For Ignoring No-Phone Rule At Serena Williams’ Wedding!

An insider told us that a babysitter followed the reality TV star to make sure she respected the rules. Serena Williams and Alexis Ohanian’s wedding was one to remember for sure, and Kim Kardashian was also there. But as we’ve learned, the Keeping Up with the Kardashians celeb has trouble staying away from social media for too long.

One source present at the Beauty and the Beast themed ceremony revealed that Kanye’s wife was reprimanded not once but twice for breaking the tennis champion’s no-phone rule.

What’s more, Serena apparently hired a ‘babysitter’ who was to follow Kim around the venue and stop her from taking any selfies.

‘Everyone was worried that Kim would take pictures and ruin the exclusive with Vogue,’ the insider explained.

As fans of the sportswoman may already know, Williams and Ohanian made sure to invite Vogue editor Anna Wintour at the wedding as one of the honor guests.

Of course, the ultimate goal was to keep all of the pictures away from the press so they could give Vogue the exclusive rights to publish them later.

Kim has broken the no-phone rule before while at Wintour’s MET gala.",fake,data/raw\overall\overall\celebrityDataset\fake\142fake.txt
"Bill O'Reilly apologizes after making sexual advance towards married congresswoman

Fox News host Bill O'Reilly apologized Tuesday after coming under fire for making sexual advances towards Rep. Maxine Waters (D-CA).  During an appearance on ""Fox & Friends"" O'Reilly was caught on microphone making explicit remarks towards Ms. Waters after an interview.  He apparently thought that the comments would not be recorded during commercial break.  ""Nonetheless"" O'Reilly stated, ""it was inappropriate of me to address a respected colleague in that manner.  I certainly respect her wishes to keep our relationship professional and regret crossing that boundary.  I have the utmost respect to her and hope that we can more forward.""  There has been no public comment released from Ms. Waters.",fake,data/raw\overall\overall\fake\entmt20.fake.txt
"The truth fades into the background
""FW: unbelievable food for thought.""

""Just passing along info that came to me,"" it began. ""This is something to think about no matter what other concerns may be on your plate. If Barack Obama would apply for a job with the FBI or with the Secret Service, he would be disqualified because of his past associations with William Ayers, a known (and unrepentant) terrorist. If elected President, he would not qualify to be his own body guard! Ayers was a founder in 1969 of the violent antiwar group the Weathermen, which took responsibility for at least 12 bombings between 1970 and 1974. A pipe bomb attributed to the group killed a police officer and severely injured another in 1970, and three of the group's own members were killed in a 1970 explosion in a Greenwich Village townhouse in which they were making bombs. Ayers was investigated in connection with the group's activities, but the charges were dropped in 1974 due to prosecutorial misconduct. He emerged from hiding, earned a doctorate in education from Columbia University, and is now a professor of education at the University of Illinois at Chicago. Like Obama, he lives on the South Side of Chicago.

Obama and Ayers are both active in politics and civic life in the city. They both volunteered at two different charities, the Woods Foundation and the Chicago Annenberg Challenge, and Ayers hosted a small gathering for Obama and then-state Sen. Alice Palmer in 1995 as Obama planned to run for the seat Palmer was vacating.",fake,data/raw\overall\overall\fake\20.txt
"American Airlines gets old planes from China Southern to fly domestic

""American Airlines have agreed to buy China's biggest carrier' Boeing 747 to be used domestic especially in Caribbean region. The US airline will buy 50 of the planes which are worth $20m. China Southern is the latest of China's top airlines to bring in an investor from outside the mainland. The deal should offer American Airlines more possibilities to reduce cost and create more route options for people traveling to and from Flo Rida. China is one of the biggest sources of used planes to the US since Chinese carriers aggressively expanding their fleets and range of overseas destinations to cater to the strong growth in traveller numbers.""",fake,data/raw\overall\overall\fake\biz21.fake.txt
"Kim Kardashian's 'Fears Will Explode' If Kanye West Runs For President: She's 'Very Nervous'

""Kanye [West]'s talking more and more about stepping into politics, but Kim [Kardashian] is extremely hesitant for him to go down that path. She's very nervous about the kind of hatred that would be focused on him and their family if he were to run for president. Before the robbery, she wasn't as scared, but now she lives in constant fear. If Kanye runs for president, those fears will explode,"" a source tells HollywoodLife.com EXCLUSIVELY.

We can totally understand why Kim would be so worried. If she thinks she's under a microscope now, just wait until she's First Lady. The haters would never stop coming for her. And Kim doesn't deserve that, especially after her Paris robbery in early October. That was scary enough!

We're not exactly sure what Kanye plans to do if he's elected President, but what we do know is that had he voted this year, he would have supported Donald Trump.

""I told y'all I didn't vote, right? But I didn't tell you, I guess I'll tell you, but if I were to vote, I would've voted Trump,"" he told concert goers on Nov. 17.

""There was things that I liked about Trump's campaign"" he added, before explaining this is the ""beginning of change.""

""Somethings that you might think are bad have to happen in order for change to f***ing happen,"" he told the crowd. ""Sometimes, you might have to not get your way to really understand what to do in the future to be able to get your way.""

HollywoodLifers, should Kanye West run for President? Tell us how you feel below!",fake,data/raw\overall\overall\celebrityDataset\fake\020fake.txt
"Selena Gomez’s New Puppy Helping Her Heal With ‘Love & Support’ After Kidney Transplant

Selena Gomez’s pooch is making her happier than ever and he’s helping her heal with ‘love and support’ after her kidney transplant, an expert revealed to HL EXCLUSIVELY. Find out why a dog’s affection is so magical!

Selena Gomez, 25, and The Weeknd’s, 27, puppy is more than a furry friend! The singer’s precious new pooch Charlie, an adorable Cavalier King Charles Spaniel, is likely helping Selena cope and heal after her kidney transplant. “They’re super smart and sweet, and I can definitely understand why she would have one as an emotional support animal as they bring a lot of love and comfort and they cuddle very well,” Certified Dog Trainer, Elisha Stynchula shared with HollywoodLife.com EXCLUSIVELY. “The King Charles Spaniel is such a beautiful dog especially as puppies. And, they won’t get any larger than about 20 pounds, so again, they’re amazing for cuddling.” Click here for more pics of The Weeknd and Selena. 

ADVERTISING


“The Cavalier King Charles Spaniel is bred to be a companion,” she revealed about the breed’s behavior patterns. “I see that they are prone to separation anxiety because they bond very strongly with their humans. They’re essentially lap dogs, though they wouldn’t quite fall into the Toy category. Carrying it with her everywhere will make it tough for it to leave her if she ever needs to leave the house because they do get very attached.” Selena was last spotted holding tight to her precious brown and white dog on Sept. 15, while leaving the Chelsea apartment she shares with her loving boyfriend.

The “Fetish” singer recently made a heartbreaking confession, admitting that she received a kidney from her BFF, Francia Raisa, 29, over the summer and that’s why she was MIA. Due to her battle with Lupus, she had to get the surgery to improve her health. While she heals, Selena and The Weeknd have been loving getting to know their new pup and they’ve clearly formed a bond. He even shared a hilarious video of Charlie chewing on his sneakers and joked, “not the kicks fam.” As we previously reported, The Weeknd majorly stepped in to be a support system for Selena, so she’s surrounded by love!

Selena Gomez Puppy Helps Heal

HollywoodLifers, are you obsessed with Selena’s adorable puppy too?! Tell us, below!",fake,data/raw\overall\overall\celebrityDataset\fake\173fake.txt
"Shailene Woodley reaches deal to avoid jail over pipeline protest

US actress Shailene Woodley has reached a plea deal over her involvement in the protest against the Dakota Access oil pipeline. Woodley  star of the Divergent series  was one of 27 people arrested at the site last October. She has now signed a document agreeing to plead guilty to misdemeanour disorderly conduct  which would mean she would avoid jail. The pipeline project has been highly controversial and drawn huge protests. Native Americans say it will desecrate sacred land and damage the environment.",real,data/raw\overall\overall\real\entmt07.legit.txt
"Ford has been forced by Donald Trump to pull out of plans to build a new plant in Mexico that would have provided hundreds of jobs and eased hardship in a small Mexican town. Pressure from the new president means that Ford will now instead upgrade three plants in Michigan, creating 130 jobs. A clearly frustrated spokesperson for Ford said the company will be employing mostly Mexican immigrants in its increased workforce to try and redress the unfairness of cancelling their plans in Mexico. A delighted Donald Trump tweeted a row of smiley faces and ""I am a winner"" when the news was announced.",fake,data/raw\overall\overall\fake\biz13.fake.txt
"Rapper Wiz Khalifa suprises his critics with his comments when visiting Pablo Escobar's grave

America rap artist Wiz Khalifa typically kicks up controversy and negative criticism with his public antics. However, this was not the case when he visited the late Colombian drug lord Pablo Escobar's property and burial place. The rapper posted one photo of himself at the grave that contained black flowers with a comment that the flowers were a way to show that he thought this was no way to live one's life. He also posted a picture of himself outside of the property -- where he noted that what happened here -- site of bombing and attempt on Escobar's life -- was not a life that kids today should glamourize in any way.",fake,data/raw\overall\overall\fake\entmt11.fake.txt
